query,hierarchy_data
Staff Health Care Insurance,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Staff Expense""],""level_3"":[""Staff Expense""],""level_4"":[""Staff Expense""],""level_5"":[""Staff Expense""],""level_6"":[""Staff Health Care Insurance""]}}"
Staff Loan,"{""loan"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Loans & Advances""],""level_4"":[""Loans""],""level_5"":[""Staff Loan""],""level_6"":[""Staff Loan""]}}"
Staff Professional Subscriptions,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Staff Expense""],""level_3"":[""Staff Expense""],""level_4"":[""Staff Expense""],""level_5"":[""Staff Expense""],""level_6"":[""Staff Professional Subscriptions""]}}"
Staff Salaries,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Staff Expense""],""level_3"":[""Staff Expense""],""level_4"":[""Staff Expense""],""level_5"":[""Staff Expense""],""level_6"":[""Staff Salaries""]}}"
Staff Telephone/Fax,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Staff Expense""],""level_3"":[""Staff Expense""],""level_4"":[""Staff Expense""],""level_5"":[""Staff Expense""],""level_6"":[""Staff Telephone/Fax""]}}"
Staff Uniforms,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Staff Expense""],""level_3"":[""Staff Expense""],""level_4"":[""Staff Expense""],""level_5"":[""Staff Expense""],""level_6"":[""Staff Uniforms""]}}"
Staff Water,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Staff Expense""],""level_3"":[""Staff Expense""],""level_4"":[""Staff Expense""],""level_5"":[""Staff Expense""],""level_6"":[""Staff Water""]}}"
Stamp Duty - Cheque Books,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Stamp Duty - Cheque Books""],""level_6"":[""Stamp Duty - Cheque Books""]}}"
Stamp Duty - Security Docs,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Stamp Duty - Security Docs""],""level_6"":[""Stamp Duty - Security Docs""]}}"
Stamp Duty on Cheque Leaves,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Expenses""],""level_3"":[""Tax""],""level_4"":[""Stamp Duty ""],""level_5"":[""Cheque Leaves""],""level_6"":[""Stamp Duty on Cheque Leaves""]}}"
Stamp Duty-Others,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Stamp Duty-Others""],""level_6"":[""Stamp Duty-Others""]}}"
Statutory Reserves,"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Equity""],""level_3"":[""Equity""],""level_4"":[""Statutory Reserves""],""level_5"":[""Statutory Reserves""],""level_6"":[""Statutory Reserves""]}}"
Subscriptions - Office,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Subscriptions - Office""],""level_6"":[""Subscriptions - Office""]}}"
Subsidiaries,"{""other"":{""level_1"":[""Investments""],""level_2"":[""Funded Assets""],""level_3"":[""Subsidiaries""],""level_4"":[""Subsidiaries""],""level_5"":[""Subsidiaries""],""level_6"":[""Subsidiaries""]}}"
Sundry,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Sundry""],""level_3"":[""Sundry""],""level_4"":[""Sundry""]}}"
Sundry Account,"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Other Liabilities""],""level_3"":[""Other Liability""],""level_4"":[""Sundry Account""],""level_5"":[""Sundry Account""],""level_6"":[""Sundry Account""]}}"
Sundry Accruals / Provisions,"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Other Liabilities""],""level_3"":[""Other Liability""],""level_4"":[""Accruals""],""level_5"":[""Sundry Accruals / Provisions""],""level_6"":[""Sundry Accruals / Provisions""]}}"
Sundry Creditors,"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Other Liabilities""],""level_3"":[""Other Liability""],""level_4"":[""Creditors""],""level_5"":[""Sundry Creditors""],""level_6"":[""Sundry Creditors""]}}"
Sundry Debtors,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Sundry""],""level_3"":[""Sundry""],""level_4"":[""Sundry""],""level_5"":[""Sundry Debtors""]}}"
Sundry Debtors Account,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Sundry""],""level_3"":[""Sundry""],""level_4"":[""Sundry""],""level_5"":[""Sundry Debtors""],""level_6"":[""Sundry Debtors Account""]}}"
Suspense,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Other Assets""],""level_3"":[""Suspense Accounts""],""level_4"":[""Sundry""],""level_5"":[""Suspense""]}}"
Suspense Account,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Other Assets""],""level_3"":[""Suspense Accounts""],""level_4"":[""Sundry""],""level_5"":[""Suspense""],""level_6"":[""Suspense Account""]}}"
Suspense Account (FCY),"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Sundry""],""level_3"":[""Sundry""],""level_4"":[""Sundry""],""level_5"":[""Suspense""],""level_6"":[""Suspense Account (FCY)""]}}"
Suspense Account (LCY),"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Sundry""],""level_3"":[""Sundry""],""level_4"":[""Sundry""],""level_5"":[""Suspense""],""level_6"":[""Suspense Account (LCY)""]}}"
Suspense Term Deposits,"{""deposit"":{""level_1"":[""Liabilities""],""level_2"":[""Funded Liability""],""level_3"":[""Customer Deposits""],""level_4"":[""Fixed Deposit""],""level_5"":[""Suspense Term Deposits""]}}"
Suspense Term Deposits (FCY),"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Funded Liability""],""level_3"":[""Customer Deposits""],""level_4"":[""Fixed Deposit""],""level_5"":[""Suspense Term Deposits""],""level_6"":[""Suspense Term Deposits (FCY)""]}}"
Suspense Term Deposits (LCY),"{""deposit"":{""level_1"":[""Liabilities""],""level_2"":[""Funded Liability""],""level_3"":[""Customer Deposits""],""level_4"":[""Fixed Deposit""],""level_5"":[""Suspense Term Deposits""],""level_6"":[""Suspense Term Deposits (LCY)""]}}"
Swap funding costs,"{""income"":{""level_1"":[""Income""],""level_2"":[""Treasury Interest Income""],""level_3"":[""Treasury Interest Income""],""level_4"":[""Swap funding ""],""level_5"":[""Swap funding ""],""level_6"":[""Swap funding costs""]}}"
Swift & Remittence Expenses,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Swift & Remittence Expenses""],""level_6"":[""Swift & Remittence Expenses""]}}"
TAALIMIKA (STUDENT LOAN),"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Loans & Advances""],""level_4"":[""Loans""],""level_5"":[""Other Loan""],""level_6"":[""TAALIMIKA (STUDENT LOAN)""]}}"
Team Building Costs,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Staff Expense""],""level_3"":[""Staff Expense""],""level_4"":[""Staff Expense""],""level_5"":[""Staff Expense""],""level_6"":[""Team Building Costs""]}}"
Telephone & Internet Expenses,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Telephone & Internet Expenses""],""level_6"":[""Telephone & Internet Expenses""]}}"
Term Auction Deposits,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Balances with Other Banks""],""level_3"":[""Due from Banks""],""level_4"":[""Due from Banks""],""level_5"":[""Term Auction Deposits""]}}"
Term Auction Deposits with local banks,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Balances with Other Banks""],""level_3"":[""Due from Banks""],""level_4"":[""Due from Banks""],""level_5"":[""Term Auction Deposits""],""level_6"":[""Term Auction Deposits with local banks""]}}"
Term Loan,"{""loan"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Loans & Advances""],""level_4"":[""Loans""],""level_5"":[""Term Loan""]}}"
Total Deposit,"{""total_deposit"":{""level_1"":[""Liabilities""],""level_2"":[""Funded Liability""],""level_3"":[""Customer Deposits"",""Deposits from Banks""]}}"
Trading Profit/Loss Fx Swap,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Trading Profit/Loss""],""level_4"":[""Trading Profit/Loss""],""level_5"":[""Fx Swap""],""level_6"":[""Trading Profit/Loss Fx Swap""]}}"
Trading Profit/Loss Outlong,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Trading Profit/Loss""],""level_4"":[""Trading Profit/Loss""],""level_5"":[""Outlong""],""level_6"":[""Trading Profit/Loss Outlong""]}}"
Trading Profit/Loss Outshort,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Trading Profit/Loss""],""level_4"":[""Trading Profit/Loss""],""level_5"":[""Outshort""],""level_6"":[""Trading Profit/Loss Outshort""]}}"
Trading Profit/Loss Spot,"{""non_funded_income"":{""level_1"":[""Income""],""level_2"":[""Non Funded Income""],""level_3"":[""Trading Profit/Loss""],""level_4"":[""Trading Profit/Loss""],""level_5"":[""Spot""],""level_6"":[""Trading Profit/Loss Spot""]}}"
Training And Development,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Staff Expense""],""level_3"":[""Staff Expense""],""level_4"":[""Staff Expense""],""level_5"":[""Staff Expense""],""level_6"":[""Training And Development""]}}"
Transit,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Other Assets""],""level_3"":[""Clearing/Control Accounts""],""level_4"":[""Clearing/Control Accounts""],""level_5"":[""Transit""]}}"
Transit Account,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Other Assets""],""level_3"":[""Clearing/Control Accounts""],""level_4"":[""Clearing/Control Accounts""],""level_5"":[""Transit""],""level_6"":[""Transit Account""]}}"
Transit Account - Debit (FCY),"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Sundry""],""level_3"":[""Sundry""],""level_4"":[""Sundry""],""level_5"":[""Transit""],""level_6"":[""Transit Account - Debit (FCY)""]}}"
Transit Account - Debit (LCY),"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Sundry""],""level_3"":[""Sundry""],""level_4"":[""Sundry""],""level_5"":[""Transit""],""level_6"":[""Transit Account - Debit (LCY)""]}}"
Transit Accounts - Credit (FCY),"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Other Liabilities""],""level_3"":[""Other Liability""],""level_4"":[""Transit""],""level_5"":[""Transit Accounts - Credit""],""level_6"":[""Transit Accounts - Credit (FCY)""]}}"
Transit Accounts - Credit (LCY),"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Other Liabilities""],""level_3"":[""Other Liability""],""level_4"":[""Transit""],""level_5"":[""Transit Accounts - Credit""],""level_6"":[""Transit Accounts - Credit (LCY)""]}}"
Travel Allowances,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Staff Expense""],""level_3"":[""Staff Expense""],""level_4"":[""Staff Expense""],""level_5"":[""Staff Expense""],""level_6"":[""Travel Allowances""]}}"
Travel Expenses -- Local,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Travel Expenses -- Local""],""level_6"":[""Travel Expenses -- Local""]}}"
Travel Expenses - Non staff,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Travel Expenses - Non staff""],""level_6"":[""Travel Expenses - Non staff""]}}"
Travel Expenses -- Overseas,"{""expense"":{""level_1"":[""Expenses""],""level_2"":[""Other Expense""],""level_3"":[""Other Expense""],""level_4"":[""Other Expense""],""level_5"":[""Travel Expenses -- Overseas""],""level_6"":[""Travel Expenses -- Overseas""]}}"
Treasury Bills,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Treasury Bills/Bonds""],""level_4"":[""Treasury Bills""]}}"
Treasury Bills/Bonds,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Treasury Bills/Bonds""]}}"
Treasury Bonds,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Treasury Bills/Bonds""],""level_4"":[""Treasury Bonds""]}}"
Treasury Bonds - AFS,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Treasury Bills/Bonds""],""level_4"":[""Treasury Bonds""],""level_5"":[""AFS""],""level_6"":[""Treasury Bonds - AFS""]}}"
Treasury Bonds - AFS (Disc),"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Treasury Bills/Bonds""],""level_4"":[""Treasury Bonds""],""level_5"":[""AFS Disc""],""level_6"":[""Treasury Bonds - AFS (Disc)""]}}"
Treasury Bonds - AFS (Prem),"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Treasury Bills/Bonds""],""level_4"":[""Treasury Bonds""],""level_5"":[""AFS Prem""],""level_6"":[""Treasury Bonds - AFS (Prem)""]}}"
Treasury Bonds - AFS Revaluation,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Treasury Bills/Bonds""],""level_4"":[""Treasury Bonds""],""level_5"":[""AFS Revaluation""],""level_6"":[""Treasury Bonds - AFS Revaluation""]}}"
Treasury Bonds - HFT,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Treasury Bills/Bonds""],""level_4"":[""Treasury Bonds""],""level_5"":[""HFT""],""level_6"":[""Treasury Bonds - HFT""]}}"
Treasury Bonds - HFT (Disc),"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Treasury Bills/Bonds""],""level_4"":[""Treasury Bonds""],""level_5"":[""HFT Disc""],""level_6"":[""Treasury Bonds - HFT (Disc)""]}}"
Treasury Bonds - HFT (Prem),"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Treasury Bills/Bonds""],""level_4"":[""Treasury Bonds""],""level_5"":[""HFT Prem""],""level_6"":[""Treasury Bonds - HFT (Prem)""]}}"
Treasury Bonds - HFT Revaluation,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Treasury Bills/Bonds""],""level_4"":[""Treasury Bonds""],""level_5"":[""HFT Revaluation""],""level_6"":[""Treasury Bonds - HFT Revaluation""]}}"
Treasury Bonds - HTM,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Treasury Bills/Bonds""],""level_4"":[""Treasury Bonds""],""level_5"":[""HTM""],""level_6"":[""Treasury Bonds - HTM""]}}"
Treasury Bonds - HTM (Disc),"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Treasury Bills/Bonds""],""level_4"":[""Treasury Bonds""],""level_5"":[""HTM Disc""],""level_6"":[""Treasury Bonds - HTM (Disc)""]}}"
Treasury Bonds - HTM (Prem),"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Funded Assets""],""level_3"":[""Treasury Bills/Bonds""],""level_4"":[""Treasury Bonds""],""level_5"":[""HTM Prem""],""level_6"":[""Treasury Bonds - HTM (Prem)""]}}"
UID,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Contingent Asset""],""level_3"":[""Non-Funded Assets""],""level_4"":[""UID""]}}"
Unamortised discount Cntrl Bnk Repo Deal,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Other Assets""],""level_3"":[""Interest Receivable""],""level_4"":[""UID""],""level_5"":[""Repo Deal""],""level_6"":[""Unamortised discount Cntrl Bnk Repo Deal""]}}"
Unamortised Int - Central Bnk Rev Repo Deals,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Balances with Other Banks""],""level_3"":[""Reverse Repo""],""level_4"":[""Reverse Repo""],""level_5"":[""Deals""],""level_6"":[""Unamortised Int - Central Bnk Rev Repo Deals""]}}"
Unappropriated Profit,"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Equity""],""level_3"":[""Equity""],""level_4"":[""Unappropriated Profit""],""level_5"":[""Unappropriated Profit""],""level_6"":[""Unappropriated Profit""]}}"
Unclaimed Balances,"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Other Liabilities""],""level_3"":[""Other Liability""],""level_4"":[""Unclaimed""],""level_5"":[""Unclaimed Balances""],""level_6"":[""Unclaimed Balances""]}}"
Unclaimed Dividend (ex BBKL),"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Other Liabilities""],""level_3"":[""Other Liability""],""level_4"":[""Dividend""],""level_5"":[""Unclaimed Dividend ""],""level_6"":[""Unclaimed Dividend (ex BBKL)""]}}"
Unearned Income,"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Current Liabilities""],""level_3"":[""Deferred Revenue""],""level_4"":[""Unearned Income ""],""level_5"":[""General""],""level_6"":[""Unearned Income""]}}"
Unearned Income on Airtime,"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Deferred Revenue""],""level_3"":[""Unearned Income""],""level_4"":[""Unearned Income""],""level_5"":[""Airtime""],""level_6"":[""Unearned Income on Airtime""]}}"
Unearned Income on Bills Discounted,"{""liabilities"":{""level_1"":[""Liabilities""],""level_2"":[""Deferred Revenue""],""level_3"":[""Unearned Income""],""level_4"":[""Unearned Income""],""level_5"":[""Bills Discounted""],""level_6"":[""Unearned Income on Bills Discounted""]}}"
Unearned Int Income - Bills Discounted (LCY),"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Other Assets""],""level_3"":[""Interest Receivable""],""level_4"":[""UID""],""level_5"":[""Bills Discounted ""],""level_6"":[""Bills Discounted (LCY)""]}}"
Unrealised Currency Swap Gain,"{""asset"":{""level_1"":[""Assets""],""level_2"":[""Other Assets""],""level_3"":[""Interest Receivable""],""level_4"":[""Interest Receivable""],""level_5"":[""Currency Swap Gain""],""level_6"":[""Unrealised Currency Swap Gain""]}}"
